"GSS.Code","Sex","Age","Year","Births"
"E06000027","F",29,2013,80.778
"E06000027","F",30,2013,83.18
"E06000027","F",31,2013,84.81
"E06000027","F",32,2013,83.784
"E06000027","F",33,2013,62.734
"E06000027","F",34,2013,55.773
"E06000027","F",35,2013,50.145
"E06000027","F",36,2013,38.118
"E06000027","F",37,2013,39.906
"E06000027","F",38,2013,29.265
"E06000027","F",39,2013,24.655
"E06000027","F",40,2013,18.726
"E06000027","F",41,2013,12.317
"E06000027","F",42,2013,8.419
"E06000027","F",43,2013,5.358
"E06000027","F",44,2013,2
"E06000028","F",15,2013,2.538
"E06000028","F",16,2013,6.78
"E06000028","F",17,2013,14.489
"E06000028","F",18,2013,27.525
"E06000028","F",19,2013,33.34
